"Año","Trimestre","Provincia","Número de denuncias por violencia de género"
"Año 2014","Cuarto","Asturias","610.0"
"Año 2014","Cuarto","Illes Balears","1117.0"
"Año 2014","Cuarto","Las Palmas","922.0"
"Año 2014","Cuarto","Santa Cruz de Tenerife","794.0"
"Año 2014","Cuarto","Cantabria","279.0"
"Año 2014","Cuarto","Ávila","72.0"
"Año 2014","Cuarto","Burgos","184.0"
"Año 2014","Cuarto","León","262.0"
"Año 2014","Cuarto","Palencia","37.0"
"Año 2014","Cuarto","Salamanca","78.0"
"Año 2014","Cuarto","Segovia","43.0"
"Año 2014","Cuarto","Soria","38.0"
"Año 2014","Cuarto","Valladolid","520.0"
"Año 2014","Cuarto","Zamora","79.0"
"Año 2014","Cuarto","Albacete","189.0"
"Año 2014","Cuarto","Ciudad Real","296.0"
"Año 2014","Cuarto","Cuenca","111.0"
"Año 2014","Cuarto","Guadalajara","179.0"
"Año 2014","Cuarto","Toledo","419.0"
"Año 2014","Cuarto","Barcelona","3189.0"
"Año 2014","Cuarto","Girona","427.0"
"Año 2014","Cuarto","Lleida","222.0"
"Año 2014","Cuarto","Tarragona","470.0"
"Año 2014","Cuarto","Alicante/Alacant","1466.0"
"Año 2014","Cuarto","Castellón/Castelló","353.0"
"Año 2014","Cuarto","Valencia/València","2101.0"
"Año 2014","Cuarto","Badajoz","347.0"
"Año 2014","Cuarto","Cáceres","145.0"
"Año 2014","Cuarto","A Coruña","507.0"
"Año 2014","Cuarto","Lugo","127.0"
"Año 2014","Cuarto","Ourense","132.0"
"Año 2014","Cuarto","Pontevedra","550.0"
"Año 2014","Cuarto","Madrid","4868.0"
"Año 2014","Cuarto","Murcia","1398.0"
"Año 2014","Cuarto","Navarra","278.0"
"Año 2014","Cuarto","Araba/Álava","159.0"
"Año 2014","Cuarto","Gipuzkoa","241.0"
"Año 2014","Cuarto","Bizkaia","541.0"
"Año 2014","Cuarto","La Rioja","132.0"
"Año 2014","Cuarto","Ceuta","33.0"
"Año 2014","Cuarto","Melilla","74.0"
"Año 2015","Primero","Almería","540.0"
"Año 2015","Primero","Cádiz","972.0"
"Año 2015","Primero","Córdoba","368.0"
"Año 2015","Primero","Granada","773.0"
"Año 2015","Primero","Huelva","373.0"
"Año 2015","Primero","Jaén","368.0"
"Año 2015","Primero","Málaga","1521.0"
"Año 2015","Primero","Sevilla","1888.0"
"Año 2015","Primero","Huesca","87.0"
"Año 2015","Primero","Teruel","32.0"
"Año 2015","Primero","Zaragoza","649.0"
"Año 2015","Primero","Asturias","565.0"
"Año 2015","Primero","Illes Balears","1106.0"
"Año 2015","Primero","Las Palmas","891.0"
"Año 2015","Primero","Santa Cruz de Tenerife","779.0"
"Año 2015","Primero","Cantabria","252.0"
"Año 2015","Primero","Ávila","56.0"
"Año 2015","Primero","Burgos","147.0"
"Año 2015","Primero","León","214.0"
"Año 2015","Primero","Palencia","40.0"
"Año 2015","Primero","Salamanca","80.0"
"Año 2015","Primero","Segovia","47.0"
"Año 2015","Primero","Soria","34.0"
"Año 2015","Primero","Valladolid","327.0"
"Año 2015","Primero","Zamora","75.0"
"Año 2015","Primero","Albacete","201.0"
"Año 2015","Primero","Ciudad Real","240.0"
"Año 2015","Primero","Cuenca","109.0"
"Año 2015","Primero","Guadalajara","174.0"
"Año 2015","Primero","Toledo","346.0"
"Año 2015","Primero","Barcelona","3100.0"
"Año 2015","Primero","Girona","417.0"
"Año 2015","Primero","Lleida","189.0"
"Año 2015","Primero","Tarragona","505.0"
"Año 2015","Primero","Alicante/Alacant","1579.0"
"Año 2015","Primero","Castellón/Castelló","357.0"
"Año 2015","Primero","Valencia/València","2060.0"
"Año 2015","Primero","Badajoz","418.0"
"Año 2015","Primero","Cáceres","155.0"
"Año 2015","Primero","A Coruña","549.0"
"Año 2015","Primero","Lugo","116.0"
"Año 2015","Primero","Ourense","112.0"
"Año 2015","Primero","Pontevedra","518.0"
"Año 2015","Primero","Madrid","4284.0"
"Año 2015","Primero","Murcia","1098.0"
"Año 2015","Primero","Navarra","339.0"
"Año 2015","Primero","Araba/Álava","191.0"
"Año 2015","Primero","Gipuzkoa","275.0"
"Año 2015","Primero","Bizkaia","572.0"
"Año 2015","Primero","La Rioja","131.0"
"Año 2015","Primero","Ceuta","27.0"
"Año 2015","Primero","Melilla","47.0"
"Año 2015","Segundo","Almería","516.0"
"Año 2015","Segundo","Cádiz","908.0"
"Año 2015","Segundo","Córdoba","421.0"
"Año 2015","Segundo","Granada","895.0"
"Año 2015","Segundo","Huelva","418.0"
"Año 2015","Segundo","Jaén","328.0"
"Año 2015","Segundo","Málaga","1548.0"
"Año 2015","Segundo","Sevilla","1624.0"
"Año 2015","Segundo","Huesca","60.0"
"Año 2015","Segundo","Teruel","43.0"
"Año 2015","Segundo","Zaragoza","724.0"
"Año 2015","Segundo","Asturias","572.0"
"Año 2015","Segundo","Illes Balears","1168.0"
"Año 2015","Segundo","Las Palmas","1018.0"
"Año 2015","Segundo","Santa Cruz de Tenerife","833.0"
"Año 2015","Segundo","Cantabria","321.0"
"Año 2015","Segundo","Ávila","69.0"
"Año 2015","Segundo","Burgos","146.0"
"Año 2015","Segundo","León","246.0"
"Año 2015","Segundo","Palencia","52.0"
"Año 2015","Segundo","Salamanca","71.0"
"Año 2015","Segundo","Segovia","64.0"
"Año 2015","Segundo","Soria","24.0"
"Año 2015","Segundo","Valladolid","478.0"
"Año 2015","Segundo","Zamora","60.0"
"Año 2015","Segundo","Albacete","195.0"
"Año 2015","Segundo","Ciudad Real","237.0"
"Año 2015","Segundo","Cuenca","113.0"
"Año 2015","Segundo","Guadalajara","195.0"
"Año 2015","Segundo","Toledo","373.0"
"Año 2015","Segundo","Barcelona","3291.0"
"Año 2015","Segundo","Girona","482.0"
"Año 2015","Segundo","Lleida","199.0"
"Año 2015","Segundo","Tarragona","576.0"
"Año 2015","Segundo","Alicante/Alacant","1581.0"
"Año 2015","Segundo","Castellón/Castelló","390.0"
"Año 2015","Segundo","Valencia/València","2335.0"
"Año 2015","Segundo","Badajoz","425.0"
"Año 2015","Segundo","Cáceres","159.0"
"Año 2015","Segundo","A Coruña","429.0"
"Año 2015","Segundo","Lugo","160.0"
"Año 2015","Segundo","Ourense","137.0"
"Año 2015","Segundo","Pontevedra","586.0"
"Año 2015","Segundo","Madrid","4749.0"
"Año 2015","Segundo","Murcia","1222.0"
"Año 2015","Segundo","Navarra","274.0"
"Año 2015","Segundo","Araba/Álava","179.0"
"Año 2015","Segundo","Gipuzkoa","295.0"
"Año 2015","Segundo","Bizkaia","574.0"
"Año 2015","Segundo","La Rioja","138.0"
"Año 2015","Segundo","Ceuta","45.0"
"Año 2015","Segundo","Melilla","77.0"
"Año 2015","Tercero","Almería","713.0"
"Año 2015","Tercero","Cádiz","986.0"
"Año 2015","Tercero","Córdoba","396.0"
"Año 2015","Tercero","Granada","914.0"
"Año 2015","Tercero","Huelva","413.0"
"Año 2015","Tercero","Jaén","421.0"
"Año 2015","Tercero","Málaga","1514.0"
"Año 2015","Tercero","Sevilla","1860.0"
"Año 2015","Tercero","Huesca","76.0"
"Año 2015","Tercero","Teruel","37.0"
"Año 2015","Tercero","Zaragoza","391.0"
"Año 2015","Tercero","Asturias","599.0"
"Año 2015","Tercero","Illes Balears","1377.0"
"Año 2015","Tercero","Las Palmas","1042.0"
"Año 2015","Tercero","Santa Cruz de Tenerife","1048.0"
"Año 2015","Tercero","Cantabria","334.0"
"Año 2015","Tercero","Ávila","84.0"
"Año 2015","Tercero","Burgos","168.0"
"Año 2015","Tercero","León","281.0"
"Año 2015","Tercero","Palencia","48.0"
"Año 2015","Tercero","Salamanca","65.0"
"Año 2015","Tercero","Segovia","63.0"
"Año 2015","Tercero","Soria","25.0"
"Año 2015","Tercero","Valladolid","474.0"
"Año 2015","Tercero","Zamora","102.0"
"Año 2015","Tercero","Albacete","205.0"
"Año 2015","Tercero","Ciudad Real","351.0"
"Año 2015","Tercero","Cuenca","130.0"
"Año 2015","Tercero","Guadalajara","169.0"
"Año 2015","Tercero","Toledo","444.0"
"Año 2015","Tercero","Barcelona","3618.0"
"Año 2015","Tercero","Girona","549.0"
"Año 2015","Tercero","Lleida","256.0"
"Año 2015","Tercero","Tarragona","559.0"
"Año 2015","Tercero","Alicante/Alacant","1769.0"
"Año 2015","Tercero","Castellón/Castelló","411.0"
"Año 2015","Tercero","Valencia/València","2214.0"
"Año 2015","Tercero","Badajoz","382.0"
"Año 2015","Tercero","Cáceres","267.0"
"Año 2015","Tercero","A Coruña","495.0"
"Año 2015","Tercero","Lugo","137.0"
"Año 2015","Tercero","Ourense","139.0"
"Año 2015","Tercero","Pontevedra","578.0"
"Año 2015","Tercero","Madrid","4709.0"
"Año 2015","Tercero","Murcia","1310.0"
"Año 2015","Tercero","Navarra","299.0"
"Año 2015","Tercero","Araba/Álava","234.0"
"Año 2015","Tercero","Gipuzkoa","267.0"
"Año 2015","Tercero","Bizkaia","519.0"
"Año 2015","Tercero","La Rioja","158.0"
"Año 2015","Tercero","Ceuta","37.0"
"Año 2015","Tercero","Melilla","68.0"
"Año 2015","Cuarto","Almería","537.0"
"Año 2015","Cuarto","Cádiz","900.0"
"Año 2015","Cuarto","Córdoba","453.0"
"Año 2015","Cuarto","Granada","904.0"
"Año 2015","Cuarto","Huelva","412.0"
"Año 2015","Cuarto","Jaén","365.0"
"Año 2015","Cuarto","Málaga","1594.0"
"Año 2015","Cuarto","Sevilla","1739.0"
"Año 2015","Cuarto","Huesca","80.0"
"Año 2015","Cuarto","Teruel","31.0"
"Año 2015","Cuarto","Zaragoza","425.0"
"Año 2015","Cuarto","Asturias","623.0"
"Año 2015","Cuarto","Illes Balears","1007.0"
"Año 2015","Cuarto","Las Palmas","1043.0"
"Año 2015","Cuarto","Santa Cruz de Tenerife","1104.0"
"Año 2015","Cuarto","Cantabria","420.0"
"Año 2015","Cuarto","Ávila","74.0"
"Año 2015","Cuarto","Burgos","160.0"
"Año 2015","Cuarto","León","243.0"
"Año 2015","Cuarto","Palencia","64.0"
"Año 2015","Cuarto","Salamanca","68.0"
"Año 2015","Cuarto","Segovia","50.0"
"Año 2015","Cuarto","Soria","35.0"
"Año 2015","Cuarto","Valladolid","310.0"
"Año 2015","Cuarto","Zamora","100.0"
"Año 2015","Cuarto","Albacete","196.0"
"Año 2015","Cuarto","Ciudad Real","366.0"
"Año 2015","Cuarto","Cuenca","85.0"
"Año 2015","Cuarto","Guadalajara","131.0"
"Año 2015","Cuarto","Toledo","374.0"
"Año 2015","Cuarto","Barcelona","3448.0"
"Año 2015","Cuarto","Girona","535.0"
"Año 2015","Cuarto","Lleida","260.0"
"Año 2015","Cuarto","Tarragona","530.0"
"Año 2015","Cuarto","Alicante/Alacant","1831.0"
"Año 2015","Cuarto","Castellón/Castelló","367.0"
"Año 2015","Cuarto","Valencia/València","2500.0"
"Año 2015","Cuarto","Badajoz","380.0"
"Año 2015","Cuarto","Cáceres","250.0"
"Año 2015","Cuarto","A Coruña","452.0"
"Año 2015","Cuarto","Lugo","122.0"
"Año 2015","Cuarto","Ourense","117.0"
"Año 2015","Cuarto","Pontevedra","563.0"
"Año 2015","Cuarto","Madrid","4785.0"
"Año 2015","Cuarto","Murcia","1404.0"
"Año 2015","Cuarto","Navarra","279.0"
"Año 2015","Cuarto","Araba/Álava","222.0"
"Año 2015","Cuarto","Gipuzkoa","303.0"
"Año 2015","Cuarto","Bizkaia","601.0"
"Año 2015","Cuarto","La Rioja","189.0"
"Año 2015","Cuarto","Ceuta","42.0"
"Año 2015","Cuarto","Melilla","99.0"
"Año 2016","Primero","Almería","663.0"
"Año 2016","Primero","Cádiz","956.0"
"Año 2016","Primero","Córdoba","356.0"
"Año 2016","Primero","Granada","975.0"
"Año 2016","Primero","Huelva","440.0"
"Año 2016","Primero","Jaén","374.0"
"Año 2016","Primero","Málaga","1580.0"
"Año 2016","Primero","Sevilla","1683.0"
"Año 2016","Primero","Huesca","65.0"
"Año 2016","Primero","Teruel","41.0"
"Año 2016","Primero","Zaragoza","508.0"
"Año 2016","Primero","Asturias","645.0"
"Año 2016","Primero","Illes Balears","1105.0"
"Año 2016","Primero","Las Palmas","1228.0"
"Año 2016","Primero","Santa Cruz de Tenerife","1195.0"
"Año 2016","Primero","Cantabria","325.0"
"Año 2016","Primero","Ávila","60.0"
"Año 2016","Primero","Burgos","170.0"
"Año 2016","Primero","León","206.0"
"Año 2016","Primero","Palencia","65.0"
"Año 2016","Primero","Salamanca","75.0"
"Año 2016","Primero","Segovia","42.0"
"Año 2016","Primero","Soria","25.0"
"Año 2016","Primero","Valladolid","318.0"
"Año 2016","Primero","Zamora","81.0"
"Año 2016","Primero","Albacete","177.0"
"Año 2016","Primero","Ciudad Real","411.0"
"Año 2016","Primero","Cuenca","87.0"
"Año 2016","Primero","Guadalajara","199.0"
"Año 2016","Primero","Toledo","276.0"
"Año 2016","Primero","Barcelona","3463.0"
"Año 2016","Primero","Girona","520.0"
"Año 2016","Primero","Lleida","292.0"
"Año 2016","Primero","Tarragona","448.0"
"Año 2016","Primero","Alicante/Alacant","1538.0"
"Año 2016","Primero","Castellón/Castelló","385.0"
"Año 2016","Primero","Valencia/València","2424.0"
"Año 2016","Primero","Badajoz","360.0"
"Año 2016","Primero","Cáceres","252.0"
"Año 2016","Primero","A Coruña","546.0"
"Año 2016","Primero","Lugo","135.0"
"Año 2016","Primero","Ourense","144.0"
"Año 2016","Primero","Pontevedra","530.0"
"Año 2016","Primero","Madrid","5150.0"
"Año 2016","Primero","Murcia","1522.0"
"Año 2016","Primero","Navarra","364.0"
"Año 2016","Primero","Araba/Álava","221.0"
"Año 2016","Primero","Gipuzkoa","297.0"
"Año 2016","Primero","Bizkaia","715.0"
"Año 2016","Primero","La Rioja","166.0"
"Año 2016","Primero","Ceuta","47.0"
"Año 2016","Primero","Melilla","67.0"
"Año 2016","Segundo","Almería","706.0"
"Año 2016","Segundo","Cádiz","918.0"
"Año 2016","Segundo","Córdoba","431.0"
"Año 2016","Segundo","Granada","1007.0"
"Año 2016","Segundo","Huelva","516.0"
"Año 2016","Segundo","Jaén","417.0"
"Año 2016","Segundo","Málaga","1483.0"
"Año 2016","Segundo","Sevilla","1976.0"
"Año 2016","Segundo","Huesca","75.0"
"Año 2016","Segundo","Teruel","42.0"
"Año 2016","Segundo","Zaragoza","702.0"
"Año 2016","Segundo","Asturias","674.0"
"Año 2016","Segundo","Illes Balears","1209.0"
"Año 2016","Segundo","Las Palmas","1196.0"
"Año 2016","Segundo","Santa Cruz de Tenerife","1226.0"
"Año 2016","Segundo","Cantabria","395.0"
"Año 2016","Segundo","Ávila","62.0"
"Año 2016","Segundo","Burgos","169.0"
"Año 2016","Segundo","León","254.0"
"Año 2016","Segundo","Palencia","56.0"
"Año 2016","Segundo","Salamanca","68.0"
"Año 2016","Segundo","Segovia","55.0"
"Año 2016","Segundo","Soria","26.0"
"Año 2016","Segundo","Valladolid","358.0"
"Año 2016","Segundo","Zamora","89.0"
"Año 2016","Segundo","Albacete","211.0"
"Año 2016","Segundo","Ciudad Real","423.0"
"Año 2016","Segundo","Cuenca","119.0"
"Año 2016","Segundo","Guadalajara","172.0"
"Año 2016","Segundo","Toledo","262.0"
"Año 2016","Segundo","Barcelona","3627.0"
"Año 2016","Segundo","Girona","509.0"
"Año 2016","Segundo","Lleida","249.0"
"Año 2016","Segundo","Tarragona","494.0"
"Año 2016","Segundo","Alicante/Alacant","1997.0"
"Año 2016","Segundo","Castellón/Castelló","428.0"
"Año 2016","Segundo","Valencia/València","2599.0"
"Año 2016","Segundo","Badajoz","453.0"
"Año 2016","Segundo","Cáceres","210.0"
"Año 2016","Segundo","A Coruña","498.0"
"Año 2016","Segundo","Lugo","196.0"
"Año 2016","Segundo","Ourense","124.0"
"Año 2016","Segundo","Pontevedra","571.0"
"Año 2016","Segundo","Madrid","5537.0"
"Año 2016","Segundo","Murcia","1610.0"
"Año 2016","Segundo","Navarra","339.0"
"Año 2016","Segundo","Araba/Álava","255.0"
"Año 2016","Segundo","Gipuzkoa","324.0"
"Año 2016","Segundo","Bizkaia","674.0"
"Año 2016","Segundo","La Rioja","178.0"
"Año 2016","Segundo","Ceuta","50.0"
"Año 2016","Segundo","Melilla","100.0"
"Año 2016","Tercero","Almería","661.0"
"Año 2016","Tercero","Cádiz","1015.0"
"Año 2016","Tercero","Córdoba","358.0"
"Año 2016","Tercero","Granada","991.0"
"Año 2016","Tercero","Huelva","500.0"
"Año 2016","Tercero","Jaén","475.0"
"Año 2016","Tercero","Málaga","1914.0"
"Año 2016","Tercero","Sevilla","1889.0"
"Año 2016","Tercero","Huesca","89.0"
"Año 2016","Tercero","Teruel","65.0"
"Año 2016","Tercero","Zaragoza","746.0"
"Año 2016","Tercero","Asturias","788.0"
"Año 2016","Tercero","Illes Balears","1669.0"
"Año 2016","Tercero","Las Palmas","1243.0"
"Año 2016","Tercero","Santa Cruz de Tenerife","1290.0"
"Año 2016","Tercero","Cantabria","425.0"
"Año 2016","Tercero","Ávila","47.0"
"Año 2016","Tercero","Burgos","221.0"
"Año 2016","Tercero","León","308.0"
"Año 2016","Tercero","Palencia","74.0"
"Año 2016","Tercero","Salamanca","97.0"
"Año 2016","Tercero","Segovia","69.0"
"Año 2016","Tercero","Soria","16.0"
"Año 2016","Tercero","Valladolid","365.0"
"Año 2016","Tercero","Zamora","70.0"
"Año 2016","Tercero","Albacete","228.0"
"Año 2016","Tercero","Ciudad Real","446.0"
"Año 2016","Tercero","Cuenca","102.0"
"Año 2016","Tercero","Guadalajara","187.0"
"Año 2016","Tercero","Toledo","377.0"
"Año 2016","Tercero","Barcelona","3854.0"
"Año 2016","Tercero","Girona","559.0"
"Año 2016","Tercero","Lleida","274.0"
"Año 2016","Tercero","Tarragona","574.0"
"Año 2016","Tercero","Alicante/Alacant","2094.0"
"Año 2016","Tercero","Castellón/Castelló","420.0"
"Año 2016","Tercero","Valencia/València","2636.0"
"Año 2016","Tercero","Badajoz","513.0"
"Año 2016","Tercero","Cáceres","192.0"
"Año 2016","Tercero","A Coruña","545.0"
"Año 2016","Tercero","Lugo","190.0"
"Año 2016","Tercero","Ourense","138.0"
"Año 2016","Tercero","Pontevedra","558.0"
"Año 2016","Tercero","Madrid","5645.0"
"Año 2016","Tercero","Murcia","1550.0"
"Año 2016","Tercero","Navarra","414.0"
"Año 2016","Tercero","Araba/Álava","222.0"
"Año 2016","Tercero","Gipuzkoa","361.0"
"Año 2016","Tercero","Bizkaia","567.0"
"Año 2016","Tercero","La Rioja","180.0"
"Año 2016","Tercero","Ceuta","46.0"
"Año 2016","Tercero","Melilla","145.0"
"Año 2016","Cuarto","Almería","645.0"
"Año 2016","Cuarto","Cádiz","852.0"
"Año 2016","Cuarto","Córdoba","366.0"
"Año 2016","Cuarto","Granada","910.0"
"Año 2016","Cuarto","Huelva","476.0"
"Año 2016","Cuarto","Jaén","432.0"
"Año 2016","Cuarto","Málaga","1745.0"
"Año 2016","Cuarto","Sevilla","1702.0"
"Año 2016","Cuarto","Huesca","58.0"
"Año 2016","Cuarto","Teruel","43.0"
"Año 2016","Cuarto","Zaragoza","728.0"
"Año 2016","Cuarto","Asturias","640.0"
"Año 2016","Cuarto","Illes Balears","1285.0"
"Año 2016","Cuarto","Las Palmas","1136.0"
"Año 2016","Cuarto","Santa Cruz de Tenerife","890.0"
"Año 2016","Cuarto","Cantabria","362.0"
"Año 2016","Cuarto","Ávila","72.0"
"Año 2016","Cuarto","Burgos","203.0"
"Año 2016","Cuarto","León","242.0"
"Año 2016","Cuarto","Palencia","61.0"
"Año 2016","Cuarto","Salamanca","73.0"
"Año 2016","Cuarto","Segovia","93.0"
"Año 2016","Cuarto","Soria","41.0"
"Año 2016","Cuarto","Valladolid","333.0"
"Año 2016","Cuarto","Zamora","69.0"
"Año 2016","Cuarto","Albacete","201.0"
"Año 2016","Cuarto","Ciudad Real","379.0"
"Año 2016","Cuarto","Cuenca","61.0"
"Año 2016","Cuarto","Guadalajara","109.0"
"Año 2016","Cuarto","Toledo","304.0"
"Año 2016","Cuarto","Barcelona","3438.0"
"Año 2016","Cuarto","Girona","461.0"
"Año 2016","Cuarto","Lleida","233.0"
"Año 2016","Cuarto","Tarragona","551.0"
"Año 2016","Cuarto","Alicante/Alacant","1867.0"
"Año 2016","Cuarto","Castellón/Castelló","399.0"
"Año 2016","Cuarto","Valencia/València","2644.0"
"Año 2016","Cuarto","Badajoz","429.0"
"Año 2016","Cuarto","Cáceres","224.0"
"Año 2016","Cuarto","A Coruña","604.0"
"Año 2016","Cuarto","Lugo","170.0"
"Año 2016","Cuarto","Ourense","183.0"
"Año 2016","Cuarto","Pontevedra","551.0"
"Año 2016","Cuarto","Madrid","5203.0"
"Año 2016","Cuarto","Murcia","1620.0"
"Año 2016","Cuarto","Navarra","385.0"
"Año 2016","Cuarto","Araba/Álava","186.0"
"Año 2016","Cuarto","Gipuzkoa","325.0"
"Año 2016","Cuarto","Bizkaia","617.0"
"Año 2016","Cuarto","La Rioja","166.0"
"Año 2016","Cuarto","Ceuta","31.0"
"Año 2016","Cuarto","Melilla","99.0"
"Año 2017","Primero","Almería","705.0"
"Año 2017","Primero","Cádiz","1009.0"
"Año 2017","Primero","Córdoba","412.0"
"Año 2017","Primero","Granada","975.0"
"Año 2017","Primero","Huelva","557.0"
"Año 2017","Primero","Jaén","444.0"
"Año 2017","Primero","Málaga","2087.0"
"Año 2017","Primero","Sevilla","2352.0"
"Año 2017","Primero","Huesca","73.0"
"Año 2017","Primero","Teruel","58.0"
"Año 2017","Primero","Zaragoza","800.0"
"Año 2017","Primero","Asturias","723.0"
"Año 2017","Primero","Illes Balears","1200.0"
"Año 2017","Primero","Las Palmas","1214.0"
"Año 2017","Primero","Santa Cruz de Tenerife","955.0"
"Año 2017","Primero","Cantabria","433.0"
"Año 2017","Primero","Ávila","90.0"
"Año 2017","Primero","Burgos","177.0"
"Año 2017","Primero","León","258.0"
"Año 2017","Primero","Palencia","106.0"
"Año 2017","Primero","Salamanca","189.0"
"Año 2017","Primero","Segovia","100.0"
"Año 2017","Primero","Soria","26.0"
"Año 2017","Primero","Valladolid","282.0"
"Año 2017","Primero","Zamora","87.0"
"Año 2017","Primero","Albacete","190.0"
"Año 2017","Primero","Ciudad Real","366.0"
"Año 2017","Primero","Cuenca","108.0"
"Año 2017","Primero","Guadalajara","115.0"
"Año 2017","Primero","Toledo","453.0"
"Año 2017","Primero","Barcelona","3954.0"
"Año 2017","Primero","Girona","534.0"
"Año 2017","Primero","Lleida","318.0"
"Año 2017","Primero","Tarragona","911.0"
"Año 2017","Primero","Alicante/Alacant","2195.0"
"Año 2017","Primero","Castellón/Castelló","456.0"
"Año 2017","Primero","Valencia/València","2850.0"
"Año 2017","Primero","Badajoz","430.0"
"Año 2017","Primero","Cáceres","234.0"
"Año 2017","Primero","A Coruña","648.0"
"Año 2017","Primero","Lugo","152.0"
"Año 2017","Primero","Ourense","156.0"
"Año 2017","Primero","Pontevedra","618.0"
"Año 2017","Primero","Madrid","6467.0"
"Año 2017","Primero","Murcia","1744.0"
"Año 2017","Primero","Navarra","450.0"
"Año 2017","Primero","Araba/Álava","248.0"
"Año 2017","Primero","Gipuzkoa","359.0"
"Año 2017","Primero","Bizkaia","726.0"
"Año 2017","Primero","La Rioja","160.0"
"Año 2017","Primero","Ceuta","186.0"
"Año 2017","Primero","Melilla","169.0"
"Año 2017","Segundo","Almería","952.0"
"Año 2017","Segundo","Cádiz","1093.0"
"Año 2017","Segundo","Córdoba","448.0"
"Año 2017","Segundo","Granada","1085.0"
"Año 2017","Segundo","Huelva","626.0"
"Año 2017","Segundo","Jaén","505.0"
"Año 2017","Segundo","Málaga","2003.0"
"Año 2017","Segundo","Sevilla","2361.0"
"Año 2017","Segundo","Huesca","135.0"
"Año 2017","Segundo","Teruel","57.0"
"Año 2017","Segundo","Zaragoza","778.0"
"Año 2017","Segundo","Asturias","666.0"
"Año 2017","Segundo","Illes Balears","1390.0"
"Año 2017","Segundo","Las Palmas","1173.0"
"Año 2017","Segundo","Santa Cruz de Tenerife","965.0"
"Año 2017","Segundo","Cantabria","469.0"
"Año 2017","Segundo","Ávila","75.0"
"Año 2017","Segundo","Burgos","233.0"
"Año 2017","Segundo","León","279.0"
"Año 2017","Segundo","Palencia","96.0"
"Año 2017","Segundo","Salamanca","156.0"
"Año 2017","Segundo","Segovia","76.0"
"Año 2017","Segundo","Soria","43.0"
"Año 2017","Segundo","Valladolid","343.0"
"Año 2017","Segundo","Zamora","88.0"
"Año 2017","Segundo","Albacete","192.0"
"Año 2017","Segundo","Ciudad Real","380.0"
"Año 2017","Segundo","Cuenca","76.0"
"Año 2017","Segundo","Guadalajara","135.0"
"Año 2017","Segundo","Toledo","507.0"
"Año 2017","Segundo","Barcelona","4230.0"
"Año 2017","Segundo","Girona","572.0"
"Año 2017","Segundo","Lleida","256.0"
"Año 2017","Segundo","Tarragona","867.0"
"Año 2017","Segundo","Alicante/Alacant","2337.0"
"Año 2017","Segundo","Castellón/Castelló","464.0"
"Año 2017","Segundo","Valencia/València","2926.0"
"Año 2017","Segundo","Badajoz","507.0"
"Año 2017","Segundo","Cáceres","238.0"
"Año 2017","Segundo","A Coruña","641.0"
"Año 2017","Segundo","Lugo","288.0"
"Año 2017","Segundo","Ourense","192.0"
"Año 2017","Segundo","Pontevedra","659.0"
"Año 2017","Segundo","Madrid","6872.0"
"Año 2017","Segundo","Murcia","2006.0"
"Año 2017","Segundo","Navarra","561.0"
"Año 2017","Segundo","Araba/Álava","242.0"
"Año 2017","Segundo","Gipuzkoa","320.0"
"Año 2017","Segundo","Bizkaia","733.0"
"Año 2017","Segundo","La Rioja","200.0"
"Año 2017","Segundo","Ceuta","112.0"
"Año 2017","Segundo","Melilla","81.0"
"Año 2017","Tercero","Almería","846.0"
"Año 2017","Tercero","Cádiz","990.0"
"Año 2017","Tercero","Córdoba","479.0"
"Año 2017","Tercero","Granada","1075.0"
"Año 2017","Tercero","Huelva","648.0"
"Año 2017","Tercero","Jaén","536.0"
"Año 2017","Tercero","Málaga","1825.0"
"Año 2017","Tercero","Sevilla","2154.0"
"Año 2017","Tercero","Huesca","108.0"
"Año 2017","Tercero","Teruel","47.0"
"Año 2017","Tercero","Zaragoza","845.0"
"Año 2017","Tercero","Asturias","624.0"
"Año 2017","Tercero","Illes Balears","1531.0"
"Año 2017","Tercero","Las Palmas","1360.0"
"Año 2017","Tercero","Santa Cruz de Tenerife","1079.0"
"Año 2017","Tercero","Cantabria","570.0"
"Año 2017","Tercero","Ávila","80.0"
"Año 2017","Tercero","Burgos","212.0"
"Año 2017","Tercero","León","258.0"
"Año 2017","Tercero","Palencia","106.0"
"Año 2017","Tercero","Salamanca","166.0"
"Año 2017","Tercero","Segovia","85.0"
"Año 2017","Tercero","Soria","27.0"
"Año 2017","Tercero","Valladolid","393.0"
"Año 2017","Tercero","Zamora","79.0"
"Año 2017","Tercero","Albacete","221.0"
"Año 2017","Tercero","Ciudad Real","327.0"
"Año 2017","Tercero","Cuenca","89.0"
"Año 2017","Tercero","Guadalajara","149.0"
"Año 2017","Tercero","Toledo","551.0"
"Año 2017","Tercero","Barcelona","4141.0"
"Año 2017","Tercero","Girona","552.0"
"Año 2017","Tercero","Lleida","345.0"
"Año 2017","Tercero","Tarragona","833.0"
"Año 2017","Tercero","Alicante/Alacant","2471.0"
"Año 2017","Tercero","Castellón/Castelló","479.0"
"Año 2017","Tercero","Valencia/València","3021.0"
"Año 2017","Tercero","Badajoz","495.0"
"Año 2017","Tercero","Cáceres","231.0"
"Año 2017","Tercero","A Coruña","583.0"
"Año 2017","Tercero","Lugo","151.0"
"Año 2017","Tercero","Ourense","195.0"
